event_id,avg_speed,avg_hr,heart_rate_stop,cadence_stop
403,11.47452658,147.4767559,147,84
403,11.47452658,147.4767559,139,82
403,11.47452658,147.4767559,153,85
403,11.47452658,147.4767559,143,85
403,11.47452658,147.4767559,119,84
403,11.47452658,147.4767559,147,86
757,11.47516384,143.7619048,143,81
757,11.47516384,143.7619048,136,82
757,11.47516384,143.7619048,170,89
574,11.47560906,136.1698915,153,84
574,11.47560906,136.1698915,133,83
574,11.47560906,136.1698915,128,83
574,11.47560906,136.1698915,133,85
574,11.47560906,136.1698915,133,85
574,11.47560906,136.1698915,133,83
574,11.47560906,136.1698915,135,85
574,11.47560906,136.1698915,133,84
574,11.47560906,136.1698915,134,86
574,11.47560906,136.1698915,141,86
756,11.49022669,150.0225779,160,85
756,11.49022669,150.0225779,150,83
756,11.49022669,150.0225779,143,86
756,11.49022669,150.0225779,143,82
756,11.49022669,150.0225779,143,82
756,11.49022669,150.0225779,156,86
526,11.4904006,163.1066176,174,86
526,11.4904006,163.1066176,148,83
526,11.4904006,163.1066176,155,84
610,11.49045653,144.8961749,148,83
610,11.49045653,144.8961749,144,83
610,11.49045653,144.8961749,145,84
610,11.49045653,144.8961749,151,83
610,11.49045653,144.8961749,147,86
465,11.49108041,132.7483547,178,80
465,11.49108041,132.7483547,120,86
465,11.49108041,132.7483547,125,83
465,11.49108041,132.7483547,128,84
594,11.49328746,150.4772932,168,84
594,11.49328746,150.4772932,148,86
594,11.49328746,150.4772932,164,85
594,11.49328746,150.4772932,159,83
594,11.49328746,150.4772932,157,83
594,11.49328746,150.4772932,165,83
594,11.49328746,150.4772932,142,85
594,11.49328746,150.4772932,149,85
594,11.49328746,150.4772932,142,83
594,11.49328746,150.4772932,160,85
551,11.49736365,139.232229,171,86
551,11.49736365,139.232229,138,83
770,11.51102663,148.2014828,148,85
770,11.51102663,148.2014828,144,83
689,11.52142543,144.0797571,168,84
689,11.52142543,144.0797571,154,84
689,11.52142543,144.0797571,138,82
689,11.52142543,144.0797571,146,82
689,11.52142543,144.0797571,157,83
444,11.52190075,127.3329601,130,81
444,11.52190075,127.3329601,142,82
444,11.52190075,127.3329601,138,80
444,11.52190075,127.3329601,124,83
444,11.52190075,127.3329601,124,82
444,11.52190075,127.3329601,123,80
444,11.52190075,127.3329601,121,83
444,11.52190075,127.3329601,124,81
444,11.52190075,127.3329601,151,80
688,11.53261943,148.2147947,155,80
688,11.53261943,148.2147947,150,83
688,11.53261943,148.2147947,153,83
688,11.53261943,148.2147947,144,79
688,11.53261943,148.2147947,148,83
688,11.53261943,148.2147947,149,84
688,11.53261943,148.2147947,146,85
688,11.53261943,148.2147947,139,81
688,11.53261943,148.2147947,148,84
615,11.53285722,141.8532533,167,83
615,11.53285722,141.8532533,161,83
615,11.53285722,141.8532533,136,82
615,11.53285722,141.8532533,134,83
615,11.53285722,141.8532533,131,82
