event_id,total_running_time,heart_rate_stop,avg_hr,avg_speed,avg_temp
127,41,159,160.5408163,14.31782449,20
46,42,173,158.5007886,13.79728085,9
657,42,170,148.8694648,11.7695663,30
787,42,165,155.0846012,13.34102241,10
597,43,160,147.3165171,12.2914424,25
165,44,118,147.4274648,13.69418213,19
586,44,159,136.4125619,11.65649789,12
663,44,111,157.7307745,12.37343112,29
5,45,162,158.4160679,13.0988873,
148,45,111,149.2040956,13.4606015,24
360,45,165,136.7178453,12.37743243,22
510,47,174,151.6854589,12.20306044,0
665,47,161,143.5741643,12.3166114,24
171,48,129,141.1032468,12.69442753,20
509,48,170,159.5567686,12.79447331,2
583,51,162,150.2539219,12.86167968,23
648,52,168,124.3860252,10.98772784,22
584,53,130,135.7148453,11.9700973,19
587,53,168,147.4953429,12.59395687,17
34,55,152,136.75,13.32803571,3
184,55,164,158.9580654,13.20138921,13
631,55,169,145.8332621,12.42157846,25
163,56,160,161.2394708,14.59632149,21
239,56,157,143.7649805,13.2274198,
480,57,178,147.7496439,11.60891923,8
573,57,167,152.611755,12.40211712,26
718,57,176,159.2452147,12.76084159,9
366,58,160,151.6804295,13.28709472,33
5,59,144,158.4160679,13.0988873,
667,59,128,148.4574326,12.18129512,27
571,60,172,147.063004,11.83610958,16
829,60,165,138.7577065,11.68778841,10
65,62,140,144.4270463,9.956165125,-1
830,62,166,145.3846463,11.80350145,13
82,63,157,155.2078327,13.07001332,-4
660,63,162,151.977494,13.65589691,23
662,67,161,127.1428073,10.84690157,25
238,69,157,152.7323232,13.88891943,
53,72,170,166.7409836,19.84047344,3
600,72,169,154.9724016,11.98896098,16
209,73,165,154.1025595,12.07064157,0
316,73,155,138.1152882,13.69386767,23
576,73,177,147.4588071,11.56513179,14
238,75,165,152.7323232,13.88891943,
281,76,147,126.4245283,10.94288724,11
687,76,170,143.0897803,11.90535939,22
563,77,154,152.8030903,13.5358046,8
671,78,170,132.0570583,11.17135841,22
43,79,163,154.2322893,12.37423998,4
359,80,177,144.0622407,12.13536281,28
654,81,167,143.2450871,11.95366601,23
163,83,148,161.2394708,14.59632149,21
399,84,153,154.0680152,12.45351504,27
189,85,159,156.69383,13.87056112,1
262,85,168,145.6017108,13.03849751,9
58,86,157,152.8408987,13.5253513,1
282,88,153,146.4289793,13.58297239,14
359,88,139,144.0622407,12.13536281,28
817,88,155,136.4993987,11.22162862,7
265,89,162,149.8431973,14.19612598,4
301,91,169,141.4507175,11.53964017,16
216,92,188,165.2325777,14.91045945,10
486,92,168,145.8768376,12.18002195,14
713,92,165,138.3207237,11.31661761,8
168,93,155,151.2732278,13.54063317,25
292,93,140,145.2756233,13.42369343,24
293,93,166,154.1002132,12.77916716,21
272,94,167,141.2669718,12.93716407,14
243,96,171,151.7248996,13.3635759,-6
710,96,167,139.8891844,11.91775053,11
120,99,159,160.6370848,14.20895548,20
615,99,167,141.8532533,11.53285722,21
61,100,166,165.848329,15.05960823,6
268,101,169,164.63,13.720212,9
145,102,157,149.2709114,14.4985903,20
155,102,160,158.3825257,14.49656564,24
320,102,171,154.1055156,15.44344536,15
521,102,169,140.9851485,12.02496475,-11
809,102,159,149.6405615,13.34909922,17
432,103,162,136.4604701,12.3591359,15
580,103,175,140.3149171,11.58190856,8
572,105,169,139.7391823,11.65189091,10
141,106,151,160.4556213,14.40799349,22
46,107,150,158.5007886,13.79728085,9
702,107,132,139.7406699,10.98452428,25
405,108,158,124.305033,11.00503162,23
475,108,149,137.0305677,13.4123738,3
147,109,161,168.9962121,14.63450568,30
217,111,166,152.3493906,13.59846407,-4
435,111,180,169.0320856,12.39204706,6
535,111,190,140.9521853,10.95394701,3
569,111,164,133.8945445,11.25614471,8
648,111,165,124.3860252,10.98772784,22
835,111,158,154.8328321,12.8137994,20
178,112,160,158.8602251,14.00897399,17
579,112,173,152.9274599,13.58003819,15
246,113,163,158.7899878,14.08207326,0
299,113,156,153.7496635,12.55786018,15
429,117,161,141.8463995,13.40825331,15
580,117,169,140.3149171,11.58190856,8
480,118,172,147.7496439,11.60891923,8
14,119,113,133.5092177,12.03967713,18
213,119,165,147.4979339,11.75777256,9
242,119,166,155.4660422,11.70505222,7
583,119,172,150.2539219,12.86167968,23
682,119,158,144.9135063,11.54548503,18
698,119,163,146.005604,11.93931818,10
503,120,167,142.2708694,12.55989872,-1
241,121,163,162.3443332,12.76949372,1
603,121,168,134.8995357,11.0924358,21
161,122,155,164.6705927,12.94125435,30
235,122,167,162.9964758,15.58666385,4
203,123,164,159.1853699,14.60824272,1
236,123,167,151.2514286,13.91136136,3
350,124,159,134.3880699,12.08442408,25
718,125,169,159.2452147,12.76084159,9
42,126,152,164.2277261,15.49029854,3
226,126,168,158.4130627,14.21131176,-8
219,127,166,154.497555,13.23984279,0
582,127,180,141.53125,11.93411586,14
611,127,164,139.5548545,11.06759033,31
673,127,169,144.3865979,11.41544155,26
533,128,169,158.5878824,13.82946587,3
573,128,165,152.611755,12.40211712,26
728,128,167,149.3596533,11.47300241,6
793,128,166,143.5754829,11.80650494,11
424,129,159,133.2035637,11.91873469,22
794,130,150,136.7301455,11.03329497,4
394,131,139,131.0369108,12.39664191,25
434,131,172,168.8210526,12.79868211,7
296,132,170,151.6664204,13.10634239,14
23,133,141,153.0618893,14.41774788,14
694,133,169,141.2464205,11.63201914,13
13,134,156,143.8639944,12.11354875,17
180,134,158,157.0405503,13.05411875,10
216,134,173,165.2325777,14.91045945,10
388,134,144,113.0173954,10.33265501,24
428,134,141,142.9906617,12.51455469,28
484,134,177,135.808958,11.43509726,5
529,134,168,150.0365051,12.07114039,0
808,134,167,148.3564785,12.0847347,20
832,134,165,138.5223325,11.34720803,14
319,135,171,139.4069952,12.14284781,17
420,135,170,157.875,22.50862941,22
491,135,164,147.0936566,12.47223097,2
525,135,173,136.505753,11.83179622,-4
214,136,164,157.4463547,14.27044563,12
237,136,165,138.6553641,12.05199956,2
244,136,159,150.1240135,13.03189448,0
302,136,166,146.9779769,12.84908264,10
384,136,158,141.9528411,13.3879213,26
452,136,177,141.8966725,12.71025961,12
191,138,162,152.7274011,12.6548161,2
341,138,167,150.940133,13.51946608,15
490,138,172,151.4542564,12.62012109,8
541,138,166,153.117617,13.8883259,2
66,139,154,151.6160584,13.02983737,1
99,139,162,156.295082,13.13780462,2
166,139,159,150.4239421,13.23684865,20
229,139,171,154.4663986,13.24942056,-6
307,139,156,143.5063902,12.4572761,24
383,139,133,145.4414081,13.67306975,30
400,140,160,124.564346,11.27125633,24
412,140,141,144.6958002,13.07706943,28
696,140,135,147.1171623,12.32862888,10
704,140,179,140.293653,12.06206525,20
727,140,159,137.8006536,11.06198487,6
60,141,140,148.1702606,13.32267493,3
105,141,165,161.3524664,12.00021094,4
151,141,161,158.156172,12.77093859,30
283,141,160,156.2475655,15.77736404,4
811,141,160,147.9395589,12.67819929,16
339,142,169,139.6171783,12.95794179,15
391,142,135,151.6929873,13.66343523,28
432,142,168,136.4604701,12.3591359,15
440,142,166,140.0800395,11.93315336,9
230,143,156,155.7287523,13.08640199,-8
744,143,169,135.4580537,10.64903656,8
119,144,165,162.357193,13.63178779,16
200,144,162,159.723779,13.1166,5
205,144,166,150.8678663,12.62670848,5
358,144,129,146.8983532,13.19570136,28
361,144,148,146.2313897,13.34831961,22
415,144,159,164.3565072,12.85513448,25
554,144,164,134.6983169,11.59079733,11
91,145,181,159.5377558,12.40552632,-1
406,145,160,151.2854197,13.47094744,26
435,145,167,169.0320856,12.39204706,6
457,145,170,137.3216208,11.62555442,5
527,145,168,161.3211009,12.04734128,0
697,145,170,147.764148,12.20242137,16
40,146,164,146.2391529,12.55996488,5
92,146,175,155.2954823,12.98193407,1
126,146,150,164.1869424,14.06810511,22
238,146,157,152.7323232,13.88891943,
304,146,193,165.3728949,15.38680417,10
327,146,158,142.4539326,12.76870674,14
340,146,163,151.2438725,13.55095486,16
374,146,135,124.0124429,11.67059848,22
517,146,170,143.3679171,12.61819785,1
582,146,168,141.53125,11.93411586,14
628,146,166,134.6153846,10.99814806,24
749,146,167,144.087469,11.00955931,3
750,146,171,146.7084779,11.38021398,12
6,147,150,144.8876781,14.83615977,18
67,147,162,155.0169122,12.71484255,4
128,147,156,166.6530899,13.02963876,32
425,147,139,126.7937086,11.74841523,25
521,147,173,140.9851485,12.02496475,-11
285,148,185,139.1203501,12.60415667,10
405,148,151,124.305033,11.00503162,23
753,148,162,141.4077817,11.09317262,-1
131,149,150,153.9189679,13.15786673,27
242,149,167,155.4660422,11.70505222,7
312,149,138,136.8146311,11.85785319,27
334,149,170,144.7770545,12.89844293,20
592,149,153,138.4963156,11.19528687,25
4,150,155,149.4106115,12.51918142,
25,150,136,136.8131289,11.79161629,22
30,150,166,148.2611895,12.5410867,5
94,150,156,158.6023529,13.83798155,7
526,150,174,163.1066176,11.4904006,-6
735,150,166,150.1109906,11.80352408,10
24,151,185,154.3619925,12.14122743,18
59,151,159,155.5665116,13.67797395,8
317,151,152,135.8016194,12.00831255,16
357,151,157,152.4189935,13.0507545,26
395,151,162,139.4363434,12.67752791,22
414,151,160,137.0905365,12.99864268,21
769,151,135,130.3586767,11.30669739,0
2,152,156,155.442131,13.04024715,
35,152,139,141.7006481,12.15138275,6
201,152,160,150.1290163,12.54888641,4
389,152,158,141.4928297,12.06581364,23
1,153,132,145.8283465,13.56301134,
12,153,136,146.0817464,12.61257074,24
62,153,151,157.534079,13.279226,0
