event_id,rest_time,heart_rate_stop,heart_rate_start,hr_drop
260,38,166,94,72
283,38,169,143,26
287,38,148,96,52
302,38,132,85,47
318,38,157,110,47
359,38,143,127,16
361,38,137,86,51
449,38,155,107,48
467,38,140,73,67
483,38,150,104,46
513,38,137,87,50
557,38,130,94,36
561,38,135,98,37
563,38,160,114,46
565,38,149,106,43
572,38,138,111,27
573,38,135,111,24
583,38,141,113,28
585,38,140,97,43
588,38,140,98,42
613,38,139,97,42
617,38,156,139,17
633,38,171,133,38
645,38,140,127,13
670,38,160,87,73
707,38,142,103,39
217,39,152,121,31
235,39,171,145,26
243,39,161,100,61
248,39,129,102,27
256,39,129,89,40
287,39,152,110,42
293,39,154,105,49
302,39,163,81,82
309,39,149,115,34
317,39,132,79,53
331,39,142,120,22
357,39,155,115,40
359,39,143,124,19
376,39,132,102,30
389,39,140,102,38
396,39,140,133,7
428,39,171,116,55
428,39,134,116,18
556,39,127,102,25
560,39,150,123,27
612,39,151,132,19
654,39,141,106,35
667,39,162,139,23
688,39,153,104,49
750,39,152,109,43
772,39,151,93,58
21,40,137,107,30
58,40,134,122,12
235,40,168,111,57
239,40,127,102,25
275,40,145,77,68
310,40,142,67,75
318,40,144,84,60
359,40,122,116,6
363,40,164,102,62
453,40,136,78,58
483,40,138,113,25
513,40,160,101,59
568,40,128,87,41
573,40,145,123,22
585,40,138,83,55
602,40,163,140,23
604,40,146,108,38
608,40,131,106,25
612,40,115,110,5
617,40,152,144,8
635,40,153,122,31
638,40,156,101,55
652,40,148,123,25
678,40,132,105,27
763,40,143,119,24
763,40,150,115,35
803,40,133,95,38
821,40,154,88,66
17,41,161,92,69
22,41,170,141,29
172,41,158,104,54
252,41,140,105,35
253,41,163,93,70
283,41,168,134,34
283,41,169,131,38
298,41,157,84,73
484,41,123,91,32
565,41,144,103,41
589,41,122,114,8
610,41,151,122,29
683,41,141,101,40
687,41,143,120,23
719,41,168,109,59
835,41,153,78,75
214,42,168,135,33
239,42,155,110,45
252,42,142,99,43
256,42,129,85,44
327,42,146,123,23
359,42,152,109,43
367,42,161,104,57
368,42,155,129,26
393,42,143,111,32
401,42,149,103,46
453,42,133,88,45
562,42,102,98,4
605,42,146,110,36
613,42,143,91,52
633,42,162,120,42
674,42,140,109,31
695,42,152,102,50
708,42,144,110,34
719,42,159,109,50
817,42,111,87,24
9,43,147,88,59
45,43,153,102,51
256,43,163,93,70
265,43,150,103,47
298,43,154,83,71
354,43,155,123,32
361,43,188,102,86
445,43,137,93,44
506,43,133,78,55
564,43,158,112,46
581,43,142,106,36
593,43,139,116,23
599,43,149,110,39
610,43,144,112,32
611,43,119,112,7
633,43,139,82,57
648,43,133,97,36
706,43,143,112,31
719,43,186,177,9
776,43,143,83,60
110,44,153,106,47
123,44,150,130,20
348,44,151,114,37
349,44,129,82,47
411,44,119,79,40
441,44,133,101,32
483,44,151,103,48
504,44,142,98,44
560,44,152,127,25
565,44,148,95,53
576,44,145,107,38
597,44,156,126,30
606,44,157,91,66
612,44,152,108,44
615,44,161,108,53
652,44,145,92,53
662,44,134,105,29
684,44,157,116,41
688,44,144,105,39
705,44,148,80,68
826,44,147,99,48
22,45,147,100,47
41,45,152,105,47
171,45,148,84,64
200,45,163,136,27
213,45,172,124,48
239,45,120,118,2
299,45,163,96,67
354,45,155,124,31
359,45,146,114,32
384,45,143,102,41
391,45,139,93,46
403,45,119,115,4
410,45,171,108,63
564,45,148,117,31
569,45,134,102,32
585,45,148,82,66
587,45,148,99,49
597,45,155,116,39
619,45,124,90,34
667,45,163,111,52
702,45,141,90,51
735,45,154,90,64
768,45,131,101,30
835,45,139,90,49
46,46,158,129,29
126,46,164,137,27
133,46,168,140,28
209,46,155,115,40
218,46,170,94,76
237,46,154,84,70
239,46,144,115,29
253,46,165,111,54
339,46,143,88,55
343,46,143,93,50
358,46,152,119,33
376,46,118,92,26
379,46,117,120,-3
393,46,146,105,41
471,46,163,94,69
499,46,131,110,21
568,46,153,90,63
568,46,123,92,31
570,46,137,103,34
572,46,142,101,41
585,46,135,86,49
603,46,146,99,47
605,46,133,101,32
606,46,128,84,44
624,46,133,116,17
713,46,145,89,56
719,46,155,98,57
772,46,160,92,68
784,46,158,101,57
812,46,155,86,69
149,47,163,92,71
167,47,159,127,32
232,47,148,98,50
258,47,139,98,41
262,47,141,96,45
303,47,156,104,52
439,47,135,86,49
454,47,142,89,53
485,47,161,111,50
565,47,149,107,42
570,47,133,111,22
581,47,144,102,42
585,47,134,87,47
600,47,155,97,58
713,47,106,91,15
732,47,135,63,72
763,47,134,102,32
767,47,118,115,3
795,47,146,98,48
804,47,145,110,35
16,48,140,96,44
89,48,139,105,34
156,48,158,114,44
248,48,83,79,4
260,48,152,118,34
299,48,125,119,6
306,48,197,133,64
329,48,138,94,44
332,48,155,119,36
356,48,108,72,36
399,48,153,109,44
412,48,142,104,38
478,48,119,77,42
585,48,132,104,28
585,48,138,88,50
599,48,142,119,23
617,48,154,141,13
620,48,177,126,51
656,48,151,123,28
671,48,125,87,38
747,48,148,97,51
767,48,107,103,4
776,48,115,87,28
812,48,161,80,81
43,49,154,119,35
169,49,144,127,17
219,49,162,105,57
243,49,132,93,39
306,49,172,136,36
351,49,110,91,19
455,49,145,94,51
483,49,129,73,56
577,49,102,87,15
579,49,170,126,44
612,49,158,141,17
629,49,155,88,67
657,49,149,111,38
671,49,128,75,53
702,49,124,95,29
707,49,124,93,31
710,49,148,59,89
829,49,136,92,44
834,49,156,79,77
1,50,156,82,74
237,50,148,95,53
262,50,140,106,34
265,50,151,91,60
289,50,147,108,39
296,50,147,101,46
306,50,176,131,45
306,50,170,136,34
306,50,175,141,34
365,50,100,87,13
386,50,155,113,42
437,50,116,73,43
446,50,123,89,34
455,50,137,91,46
484,50,137,77,60
561,50,140,96,44
562,50,146,97,49
572,50,128,99,29
572,50,135,109,26
583,50,125,106,19
615,50,137,115,22
654,50,132,86,46
671,50,130,99,31
704,50,142,84,58
821,50,138,95,43
37,51,157,117,40
151,51,163,96,67
234,51,175,122,53
237,51,150,84,66
238,51,159,86,73
306,51,171,136,35
371,51,137,106,31
428,51,153,110,43
449,51,150,91,59
480,51,119,100,19
549,51,103,68,35
605,51,157,112,45
608,51,123,83,40
608,51,119,89,30
609,51,132,100,32
612,51,152,141,11
652,51,147,72,75
691,51,153,128,25
808,51,145,109,36
151,52,142,68,74
209,52,154,116,38
222,52,170,118,52
306,52,164,128,36
306,52,172,134,38
306,52,167,137,30
372,52,149,99,50
382,52,162,96,66
432,52,134,93,41
453,52,165,98,67
557,52,129,90,39
568,52,158,76,82
583,52,149,128,21
593,52,147,77,70
605,52,149,117,32
611,52,145,99,46
663,52,141,72,69
807,52,138,80,58
43,53,150,61,89
58,53,164,94,70
186,53,174,135,39
306,53,171,127,44
306,53,172,130,42
350,53,103,88,15
395,53,139,96,43
396,53,167,118,49
400,53,136,64,72
509,53,156,69,87
637,53,151,88,63
675,53,141,91,50
186,54,173,137,36
186,54,178,139,39
236,54,156,106,50
248,54,126,78,48
254,54,161,96,65
264,54,166,127,39
317,54,138,75,63
374,54,162,76,86
381,54,158,87,71
396,54,169,123,46
406,54,154,89,65
480,54,136,102,34
484,54,135,81,54
569,54,131,81,50
581,54,142,82,60
594,54,142,111,31
651,54,160,121,39
683,54,138,105,33
750,54,166,171,-5
779,54,170,81,89
138,55,175,119,56
153,55,164,134,30
248,55,138,71,67
252,55,139,98,41
328,55,141,128,13
365,55,132,96,36
396,55,167,119,48
396,55,167,122,45
411,55,140,68,72
564,55,147,106,41
588,55,142,86,56
591,55,135,78,57
605,55,159,111,48
619,55,135,92,43
665,55,145,102,43
669,55,171,144,27
694,55,139,62,77
702,55,142,134,8
209,56,137,111,26
211,56,146,89,57
213,56,170,123,47
264,56,166,127,39
264,56,165,126,39
340,56,155,95,60
367,56,154,96,58
393,56,138,118,20
475,56,148,86,62
567,56,129,83,46
674,56,133,82,51
684,56,134,68,66
684,56,155,102,53
713,56,134,92,42
717,56,135,99,36
727,56,142,58,84
817,56,128,83,45
820,56,132,90,42
123,57,138,97,41
209,57,146,122,24
256,57,152,74,78
264,57,166,126,40
293,57,141,128,13
372,57,149,107,42
396,57,167,115,52
454,57,159,66,93
525,57,125,81,44
579,57,149,105,44
584,57,139,78,61
585,57,150,99,51
597,57,148,120,28
632,57,149,105,44
632,57,176,140,36
669,57,170,122,48
669,57,169,130,39
675,57,164,92,72
678,57,134,95,39
803,57,128,92,36
25,58,142,82,60
44,58,172,104,68
167,58,172,137,35
186,58,176,136,40
239,58,155,89,66
257,58,135,79,56
264,58,167,127,40
290,58,167,83,84
290,58,158,71,87
577,58,141,101,40
597,58,105,66,39
651,58,150,123,27
656,58,163,127,36
660,58,155,93,62
669,58,170,114,56
674,58,150,99,51
719,58,162,76,86
756,58,143,119,24
811,58,166,75,91
29,59,154,174,-20
152,59,173,86,87
186,59,173,117,56
186,59,172,129,43
264,59,163,125,38
340,59,159,116,43
396,59,166,106,60
669,59,170,129,41
669,59,176,138,38
719,59,175,122,53
809,59,147,76,71
86,60,153,100,53
375,60,138,80,58
378,60,136,84,52
465,60,125,77,48
581,60,143,84,59
688,60,148,102,46
710,60,163,54,109
808,60,146,121,25
835,60,88,73,15
21,61,126,94,32
27,61,151,99,52
38,61,159,108,51
243,61,152,82,70
264,61,165,111,54
301,61,134,136,-2
483,61,142,106,36
530,61,129,82,47
577,61,155,89,66
654,61,138,107,31
665,61,136,93,43
45,62,159,84,75
82,62,162,59,103
142,62,172,124,48
239,62,161,112,49
264,62,166,124,42
272,62,138,83,55
364,62,137,81,56
413,62,115,75,40
466,62,135,93,42
493,62,144,79,65
511,62,91,88,3
669,62,168,114,54
35,63,147,100,47
37,63,160,113,47
145,63,158,83,75
255,63,168,92,76
326,63,158,86,72
392,63,155,116,39
410,63,148,83,65
591,63,132,90,42
605,63,132,85,47
632,63,175,132,43
644,63,138,89,49
687,63,142,106,36
718,63,170,82,88
82,64,148,51,97
219,64,160,99,61
392,64,154,102,52
663,64,162,91,71
706,64,130,98,32
772,64,167,62,105
779,64,121,94,27
129,65,167,120,47
239,65,143,84,59
257,65,149,75,74
335,65,141,88,53
339,65,139,70,69
441,65,134,86,48
610,65,147,112,35
656,65,151,125,26
688,65,149,97,52
689,65,154,89,65
701,65,140,100,40
776,65,134,76,58
830,65,139,64,75
163,66,167,105,62
224,66,160,93,67
532,66,165,93,72
585,66,131,86,45
620,66,168,121,47
662,66,125,75,50
133,67,169,109,60
169,67,161,111,50
371,67,123,104,19
570,67,136,89,47
572,67,148,83,65
573,67,167,104,63
594,67,157,98,59
604,67,129,81,48
643,67,162,120,42
670,67,171,106,65
748,67,139,90,49
757,67,136,105,31
483,68,121,97,24
484,68,129,66,63
617,68,138,136,2
657,68,141,117,24
675,68,135,86,49
763,68,140,94,46
821,68,112,95,17
822,68,137,92,45
172,69,166,75,91
333,69,153,115,38
500,69,142,96,46
686,69,136,106,30
821,69,143,94,49
29,70,109,82,27
150,70,161,109,52
236,70,160,94,66
248,70,151,102,49
258,70,132,79,53
332,70,153,107,46
399,70,122,117,5
567,70,140,83,57
570,70,134,102,32
573,70,159,116,43
773,70,147,89,58
800,70,169,103,66
4,71,148,106,42
17,71,142,71,71
22,71,166,94,72
85,71,156,95,61
236,71,158,76,82
443,71,131,69,62
502,71,146,85,61
534,71,146,91,55
579,71,169,106,63
617,71,154,137,17
695,71,143,86,57
229,72,154,99,55
281,72,123,57,66
337,72,141,99,42
415,72,168,96,72
417,72,158,64,94
449,72,140,107,33
579,72,156,105,51
585,72,140,79,61
663,72,137,114,23
820,72,138,91,47
142,73,174,124,50
163,73,169,90,79
213,73,154,125,29
264,73,166,116,50
283,73,166,109,57
370,73,140,79,61
397,73,164,92,72
517,73,157,100,57
541,73,161,103,58
585,73,136,87,49
167,74,167,111,56
231,74,136,103,33
238,74,154,102,52
283,74,167,119,48
391,74,172,91,81
403,74,147,107,40
435,74,181,139,42
449,74,147,92,55
449,74,161,107,54
554,74,120,77,43
557,74,123,81,42
612,74,154,106,48
612,74,164,131,33
669,74,171,125,46
684,74,148,99,49
694,74,132,88,44
58,75,166,109,57
359,75,146,107,39
366,75,153,91,62
371,75,142,109,33
422,75,124,72,52
440,75,123,65,58
647,75,149,109,40
654,75,133,100,33
241,76,164,100,64
372,76,145,94,51
617,76,173,115,58
701,76,128,102,26
795,76,149,108,41
238,77,122,89,33
372,77,141,97,44
449,77,116,84,32
657,77,142,108,34
684,77,132,69,63
790,77,135,77,58
128,78,168,125,43
316,78,157,126,31
348,78,156,100,56
349,78,137,79,58
370,78,142,88,54
398,78,167,114,53
483,78,149,60,89
585,78,170,69,101
720,78,165,77,88
735,78,163,65,98
239,79,161,94,67
281,79,136,68,68
643,79,164,125,39
657,79,147,115,32
817,79,137,81,56
29,80,116,83,33
293,80,155,75,80
370,80,143,97,46
448,80,124,72,52
470,80,127,84,43
480,80,153,99,54
657,80,146,115,31
801,80,170,113,57
124,81,151,114,37
239,81,144,75,69
258,81,141,89,52
272,81,134,79,55
398,81,160,105,55
567,81,141,64,77
717,81,134,83,51
277,82,142,91,51
301,82,137,116,21
331,82,143,71,72
360,83,128,86,42
511,83,154,73,81
612,83,165,127,38
635,83,147,109,38
644,83,137,80,57
238,84,161,87,74
417,84,148,82,66
786,84,166,66,100
808,84,104,95,9
344,85,138,87,51
486,85,164,48,116
681,85,154,113,41
793,85,154,96,58
803,85,132,81,51
16,86,149,90,59
181,86,150,89,61
237,86,129,65,64
310,86,131,69,62
654,86,141,99,42
805,86,142,81,61
213,87,106,87,19
257,87,150,76,74
320,87,173,114,59
392,87,161,104,57
398,87,157,93,64
581,87,138,79,59
605,87,143,85,58
711,87,151,92,59
237,88,144,63,81
594,88,164,86,78
665,88,143,108,35
706,88,132,82,50
814,88,147,85,62
265,89,154,88,66
612,89,159,130,29
152,90,153,90,63
357,90,156,94,62
371,90,146,100,46
626,90,96,134,-38
672,90,137,87,50
674,90,151,103,48
813,90,167,102,65
233,91,155,97,58
320,91,171,88,83
348,91,149,72,77
410,91,145,88,57
756,91,143,105,38
244,92,146,99,47
301,92,160,85,75
320,92,174,97,77
320,92,174,116,58
335,92,140,109,31
436,92,140,112,28
320,93,175,106,69
357,93,165,117,48
429,93,133,91,42
459,93,135,92,43
476,93,140,84,56
666,93,140,83,57
678,93,134,82,52
686,93,126,93,33
234,94,172,100,72
423,94,160,111,49
454,94,136,86,50
657,94,156,117,39
669,94,167,108,59
701,94,142,79,63
246,95,163,102,61
307,95,140,83,57
351,95,143,88,55
676,95,155,85,70
703,95,141,77,64
407,96,175,106,69
528,96,142,80,62
601,96,156,110,46
669,96,171,116,55
689,96,138,87,51
710,96,136,89,47
776,96,110,87,23
811,96,160,57,103
817,96,130,87,43
305,97,147,82,65
392,97,157,114,43
476,97,107,87,20
643,97,175,130,45
657,97,147,113,34
811,97,146,78,68
817,97,159,43,116
337,98,147,92,55
409,98,129,72,57
346,99,143,85,58
358,99,150,106,44
375,99,156,74,82
657,99,151,110,41
687,99,139,75,64
241,100,170,107,63
265,100,147,100,47
277,100,148,86,62
281,100,129,59,70
354,100,157,97,60
364,100,176,61,115
492,100,158,94,64
669,100,172,123,49
680,100,138,81,57
709,100,149,75,74
138,101,178,131,47
668,101,158,93,65
689,101,157,104,53
280,102,143,103,40
407,102,171,109,62
29,103,165,106,59
122,103,179,112,67
138,103,170,118,52
285,103,128,78,50
289,103,151,95,56
335,103,151,94,57
354,103,163,117,46
359,103,142,113,29
363,103,167,89,78
396,103,166,96,70
407,103,173,100,73
648,103,131,79,52
663,103,156,112,44
135,104,119,115,4
135,104,173,124,49
274,104,161,99,62
322,104,160,101,59
402,104,166,99,67
407,104,170,102,68
462,104,142,73,69
476,104,151,109,42
359,105,142,105,37
398,105,152,77,75
413,105,171,92,79
499,105,153,87,66
135,106,173,120,53
356,106,140,77,63
393,106,145,106,39
667,106,138,83,55
135,107,170,127,43
173,107,173,96,77
296,107,137,93,44
332,107,155,93,62
124,108,152,119,33
263,108,144,82,62
338,108,128,64,64
407,108,170,104,66
425,108,128,72,56
462,108,140,126,14
637,108,137,53,84
528,109,152,96,56
581,109,83,79,4
239,110,149,93,56
706,110,134,83,51
823,110,137,75,62
16,111,134,68,66
137,111,176,110,66
210,111,155,73,82
359,111,145,118,27
410,111,148,94,54
671,111,152,72,80
747,111,128,99,29
259,112,87,87,0
263,112,140,78,62
272,112,134,89,45
422,112,141,68,73
583,112,165,104,61
607,112,129,83,46
327,113,122,71,51
535,113,156,64,92
279,114,140,49,91
776,114,123,84,39
336,115,141,82,59
590,115,156,118,38
669,115,165,76,89
676,115,144,87,57
249,116,147,93,54
305,116,147,76,71
574,116,133,80,53
705,116,130,68,62
808,116,147,84,63
809,116,102,100,2
3,117,154,75,79
135,117,167,117,50
310,117,132,62,70
363,117,129,90,39
549,118,125,75,50
692,118,132,63,69
210,119,152,72,80
373,119,135,84,51
419,119,146,93,53
779,119,118,84,34
807,119,118,89,29
812,119,132,79,53
239,120,151,108,43
688,120,146,91,55
817,120,125,76,49
788,122,170,98,72
145,124,153,108,45
210,124,151,72,79
326,124,144,93,51
829,124,130,96,34
50,125,92,95,-3
128,125,177,127,50
256,125,134,77,57
318,125,125,71,54
320,125,167,85,82
329,125,135,79,56
456,125,149,92,57
398,126,137,107,30
730,126,139,80,59
280,127,152,102,50
398,127,145,87,58
462,127,110,77,33
334,128,147,71,76
414,128,132,75,57
718,128,162,176,-14
124,129,146,79,67
153,129,162,119,43
239,129,89,76,13
366,129,155,102,53
422,129,123,69,54
4,130,151,100,51
13,130,170,89,81
124,130,165,111,54
390,130,151,93,58
209,131,161,98,63
366,131,161,119,42
674,132,150,86,64
376,133,130,62,68
511,133,139,79,60
695,133,149,87,62
753,133,124,78,46
86,134,154,96,58
138,134,175,108,67
143,134,163,122,41
225,134,152,99,53
310,134,128,63,65
312,134,142,78,64
359,134,147,106,41
769,134,147,90,57
290,135,159,72,87
512,135,160,87,73
692,135,131,69,62
382,136,155,92,63
697,136,153,94,59
86,137,153,90,63
792,137,150,79,71
121,138,178,110,68
436,138,165,91,74
586,138,149,83,66
800,138,146,88,58
163,139,167,104,63
289,139,149,84,65
302,139,73,73,0
361,139,140,72,68
755,139,137,89,48
133,140,165,108,57
142,140,170,111,59
248,140,117,73,44
262,140,143,83,60
430,140,122,82,40
57,141,136,79,57
157,141,166,121,45
248,141,152,88,64
488,141,108,90,18
560,141,161,105,56
481,142,139,100,39
811,142,142,93,49
21,143,142,81,61
161,144,169,134,35
321,144,149,89,60
345,144,166,100,66
381,144,131,95,36
411,144,137,56,81
820,144,133,90,43
109,145,161,88,73
336,145,135,79,56
345,145,177,108,69
644,145,134,76,58
138,146,174,117,57
260,146,166,85,81
476,146,136,72,64
691,146,151,95,56
161,147,166,128,38
255,147,167,75,92
281,147,133,63,70
617,147,138,96,42
379,148,113,79,34
517,148,132,82,50
260,149,139,90,49
310,149,146,73,73
771,150,159,95,64
795,150,145,98,47
821,150,136,76,60
325,151,150,87,63
407,151,181,74,107
680,151,147,80,67
358,152,154,92,62
363,152,165,67,98
436,152,137,102,35
544,152,132,78,54
676,152,133,76,57
366,153,156,108,48
528,153,134,88,46
715,153,150,81,69
797,153,144,108,36
214,154,165,89,76
271,154,170,75,95
403,154,139,107,32
497,154,111,85,26
691,154,159,99,60
767,154,153,102,51
152,155,154,75,79
345,155,156,93,63
601,155,159,103,56
753,155,122,81,41
795,155,148,92,56
52,156,146,79,67
258,156,150,78,72
565,156,145,94,51
590,156,153,111,42
167,157,165,112,53
283,157,166,97,69
466,157,137,102,35
620,157,163,107,56
704,157,149,72,77
163,158,172,109,63
283,158,166,93,73
128,159,178,111,67
283,159,167,88,79
832,159,132,69,63
132,160,176,78,98
239,160,136,78,58
256,160,134,78,56
632,160,169,116,53
663,160,168,118,50
101,161,154,80,74
243,161,155,86,69
675,161,167,85,82
308,162,145,64,81
316,162,126,102,24
19,164,130,100,30
445,164,136,73,63
605,164,140,85,55
832,164,144,65,79
318,165,131,87,44
328,165,145,87,58
213,166,141,79,62
244,166,155,98,57
307,166,147,79,68
412,166,129,93,36
70,167,123,84,39
704,168,170,77,93
84,169,146,89,57
267,169,156,68,88
271,169,168,65,103
56,170,154,85,69
126,170,175,107,68
143,170,163,118,45
164,170,167,99,68
244,170,150,81,69
281,171,131,62,69
39,172,172,92,80
256,172,130,78,52
317,172,138,72,66
26,174,152,110,42
128,174,171,120,51
279,174,142,70,72
341,174,132,92,40
641,174,134,81,53
466,175,182,81,101
94,176,164,94,70
274,176,164,95,69
316,176,156,141,15
445,176,131,79,52
745,176,151,77,74
6,177,165,101,64
6,177,173,105,68
153,177,166,120,46
241,177,151,80,71
278,177,136,74,62
6,178,166,102,64
278,178,132,80,52
702,178,156,113,43
137,179,173,111,62
96,180,166,89,77
243,180,160,94,66
263,180,132,90,42
265,180,152,97,55
310,180,131,59,72
413,180,175,102,73
685,180,149,82,67
138,181,173,112,61
290,181,146,67,79
702,181,148,102,46
414,182,134,71,63
807,182,150,86,64
145,183,174,91,83
248,183,137,67,70
186,184,171,89,82
239,184,110,72,38
816,184,140,101,39
239,186,155,59,96
307,187,143,68,75
337,187,160,89,71
117,188,150,89,61
145,188,149,97,52
309,188,151,86,65
589,188,146,90,56
787,188,158,88,70
6,189,167,80,87
264,189,173,92,81
413,189,142,83,59
754,189,156,78,78
393,190,137,101,36
476,190,144,86,58
617,190,133,61,72
658,190,132,73,59
331,191,141,77,64
281,193,121,82,39
413,195,172,98,74
477,195,139,83,56
495,195,162,98,64
684,195,92,71,21
710,195,159,80,79
248,196,142,84,58
310,197,104,62,42
403,197,143,101,42
86,198,123,92,31
157,199,61,64,-3
442,199,156,87,69
309,200,146,92,54
343,200,132,89,43
755,201,170,76,94
485,202,143,84,59
508,202,144,85,59
692,202,133,77,56
283,203,167,75,92
477,203,151,71,80
719,203,152,94,58
74,204,167,67,100
153,204,162,105,57
529,204,129,92,37
595,205,148,95,53
480,206,117,85,32
333,208,123,64,59
187,212,169,94,75
601,212,159,98,61
780,212,161,94,67
258,214,137,69,68
364,214,99,83,16
396,214,163,70,93
403,214,147,93,54
669,214,160,103,57
692,214,127,67,60
702,214,147,104,43
6,215,86,90,-4
132,215,161,108,53
326,215,144,92,52
44,216,140,94,46
137,216,180,114,66
319,216,141,69,72
368,216,146,89,57
239,217,158,83,75
388,218,111,62,49
407,218,147,92,55
302,219,150,88,62
350,220,138,67,71
560,220,149,96,53
692,220,151,66,85
24,221,120,99,21
125,221,157,91,66
702,223,116,87,29
258,224,147,87,60
22,225,95,96,-1
102,227,155,85,70
449,227,160,88,72
583,227,148,87,61
302,228,145,77,68
779,228,167,60,107
391,229,154,105,49
663,229,171,137,34
120,230,162,82,80
241,230,165,51,114
310,230,131,70,61
135,231,124,102,22
697,231,147,97,50
500,233,148,86,62
156,234,162,55,107
290,234,158,71,87
617,234,154,116,38
478,236,132,70,62
549,236,138,67,71
57,237,110,90,20
413,237,157,96,61
496,237,167,83,84
322,238,99,84,15
167,239,158,102,56
306,240,156,95,61
676,240,150,63,87
697,240,145,95,50
657,243,138,97,41
347,244,147,97,50
714,244,152,80,72
513,246,164,70,94
691,248,156,92,64
694,249,139,80,59
237,250,147,79,68
663,252,169,144,25
730,252,140,91,49
800,252,165,59,106
663,254,168,136,32
257,255,149,86,63
356,256,110,81,29
157,257,168,64,104
258,257,146,90,56
359,257,135,103,32
658,259,153,68,85
84,260,155,87,68
248,263,146,61,85
13,265,175,106,69
138,265,160,105,55
273,265,144,83,61
602,266,163,105,58
817,269,142,78,64
821,269,144,74,70
244,270,155,81,74
258,270,152,70,82
453,272,128,80,48
237,273,145,80,65
434,273,162,161,1
512,274,162,86,76
687,275,138,91,47
21,277,141,72,69
213,277,161,90,71
359,277,145,95,50
396,278,139,87,52
661,278,142,69,73
163,282,149,113,36
310,282,126,80,46
677,282,164,76,88
680,284,148,77,71
248,286,159,68,91
167,288,153,100,53
792,288,127,77,50
255,289,178,80,98
523,289,166,98,68
178,290,157,84,73
257,290,157,76,81
96,291,153,91,62
338,291,111,60,51
437,291,148,68,80
681,292,155,94,61
161,293,166,110,56
283,293,150,87,63
479,293,130,89,41
449,294,139,108,31
290,295,134,70,64
120,296,178,78,100
483,299,133,83,50
275,300,139,65,74
791,300,151,76,75
19,301,102,84,18
249,301,103,76,27
779,301,142,80,62
436,302,100,100,0
438,303,127,87,40
260,305,151,80,71
800,306,148,86,62
239,308,154,70,84
366,308,155,103,52
394,308,145,58,87
585,308,136,110,26
641,308,138,76,62
24,310,152,79,73
763,312,144,78,66
713,314,135,76,59
237,316,145,67,78
366,318,157,102,55
586,318,134,72,62
425,320,128,69,59
147,321,176,101,75
327,321,112,57,55
210,324,153,67,86
797,324,144,87,57
343,330,132,85,47
356,330,114,91,23
259,332,147,94,53
121,333,148,74,74
702,334,123,69,54
291,335,169,75,94
24,336,148,110,38
239,338,161,85,76
109,340,118,94,24
374,342,117,74,43
244,345,160,87,73
680,345,149,78,71
16,346,158,98,60
128,346,165,124,41
663,346,170,112,58
554,347,162,67,95
161,349,174,111,63
444,349,124,69,55
490,350,152,90,62
664,358,155,82,73
305,359,137,76,61
445,359,126,73,53
816,359,144,66,78
147,362,184,118,66
236,363,142,87,55
268,365,169,102,67
258,366,157,78,79
774,367,150,62,88
476,371,132,75,57
301,372,134,93,41
376,379,120,72,48
779,380,139,78,61
213,381,133,79,54
19,382,122,80,42
320,382,160,96,64
135,386,164,98,66
138,388,171,73,98
104,392,166,102,64
355,396,130,75,55
6,397,166,96,70
239,398,127,88,39
816,398,125,69,56
253,399,157,85,72
691,399,147,83,64
785,399,134,75,59
692,400,130,68,62
486,401,142,78,64
110,403,156,85,71
284,410,140,70,70
151,416,164,126,38
258,416,126,78,48
803,416,151,75,76
161,418,167,119,48
674,419,144,74,70
681,419,175,85,90
120,420,178,95,83
16,424,160,76,84
124,424,164,82,82
449,425,160,99,61
157,428,162,110,52
687,431,142,81,61
186,432,157,89,68
347,434,77,72,5
145,435,167,82,85
74,439,142,83,59
405,440,119,67,52
250,444,170,67,103
120,447,155,97,58
156,449,168,63,105
239,452,138,79,59
704,453,154,74,80
517,455,135,79,56
676,456,144,72,72
791,459,133,90,43
470,460,134,78,56
29,463,124,74,50
398,465,151,95,56
339,468,117,59,58
306,471,156,99,57
821,471,139,69,70
27,472,143,77,66
364,478,148,80,68
3,483,149,102,47
767,498,148,79,69
142,500,173,81,92
400,507,126,56,70
835,511,152,90,62
213,530,114,73,41
243,534,156,91,65
128,536,165,112,53
236,537,156,93,63
303,539,163,94,69
149,542,170,44,126
138,549,149,94,55
264,550,145,97,48
209,553,152,97,55
163,559,159,114,45
428,562,135,84,51
617,565,151,103,48
6,566,141,91,50
644,570,137,75,62
528,571,144,84,60
787,575,153,81,72
438,587,152,84,68
110,590,156,98,58
255,599,144,94,50
306,602,178,74,104
795,604,153,86,67
13,605,73,86,-13
63,605,142,81,61
276,619,144,67,77
35,622,129,81,48
152,623,154,103,51
472,630,160,75,85
157,631,162,95,67
138,637,160,102,58
319,654,159,66,93
29,658,145,100,45
669,661,170,106,64
6,682,129,76,53
236,696,163,78,85
748,708,170,88,82
3,712,177,94,83
164,728,166,78,88
236,762,154,93,61
398,771,146,96,50
617,809,142,110,32
743,840,153,102,51
805,845,140,74,66
39,862,146,92,54
790,866,132,64,68
186,879,158,142,16
17,886,138,75,63
43,892,152,66,86
810,898,169,69,100
193,899,159,47,112
831,913,125,76,49
810,950,146,90,56
145,963,143,92,51
96,995,161,86,75
121,1007,173,75,98
186,1074,160,97,63
213,1103,166,89,77
449,1121,125,80,45
27,1125,156,71,85
209,1244,162,83,79
135,1386,144,89,55
