event_id,rest_time,heart_rate_stop,heart_rate_start,hr_drop
13,1429,143,84,59
835,1510,165,67,98
316,1567,162,99,63
350,1570,119,64,55
485,1586,157,75,82
17,1671,56,60,-4
27,1780,137,81,56
328,1886,127,81,46
328,1944,183,64,119
639,2028,143,90,53
339,2151,129,58,71
353,2203,131,74,57
43,2420,156,147,9
207,2423,158,69,89
316,2822,142,84,58
502,2833,100,85,15
493,3965,164,82,82
772,4146,168,65,103
347,4164,128,59,69
